Titre,album,Artiste,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
Crank That (Soulja Boy),souljaboytellem.com,Soulja Boy,2007-01-01,221933,5,0.515,0.736,0.74,0.0,0.0468,-2.18,0.0786,140.141,4
Batom de Cereja - Ao Vivo,"Aqui e Agora, Vol.1 (Ao Vivo)",Israel & Rodolffo,2021-01-29,140942,5,0.556,0.606,0.9079999999999999,0.0,0.19,-6.2010000000000005,0.0565,171.96599999999998,4
BALANÇA (feat. Pedro Sampaio),Funketon Hits: Baila y Rebola,Noise Colectivo,2020-08-28,126378,1,0.0601,0.696,0.716,0.00013000000000000002,0.242,-4.854,0.0958,145.97,4
Bring Me To Life,Fallen,Evanescence,2003-03-04,235893,5,0.007209999999999999,0.331,0.943,2.06e-06,0.242,-3.188,0.0698,94.61200000000001,4
Believe,Believe,Cher,1998,239026,5,0.0082,0.652,0.917,0.0,0.0509,-6.72,0.0548,132.975,4
Someone You Loved,Someone You Loved,Conor Maynard,2019-09-27,148219,3,0.856,0.631,0.355,0.0,0.124,-6.125,0.0279,109.917,4
Ma Ya Hi (Dragostea Din Tei) - Original Romanian Version,Ma Ya Hi (Dragostea Din Tei) [English Mixes],O-Zone,2004-11-30,213946,1,0.16399999999999998,0.8109999999999999,0.968,0.0,0.0659,-3.8569999999999998,0.0416,130.096,4
FACK,Curtain Call: The Hits (Deluxe Edition),Eminem,2005-12-06,205760,4,0.006379999999999999,0.8420000000000001,0.602,0.11199999999999999,0.10300000000000001,-7.103,0.0796,124.213,4
Ritmo Envolvente,Ritmo Envolvente,DJ Menor 7 DJ Menor da Dz7,2021-03-07,237846,1,0.0431,0.736,0.995,0.28600000000000003,0.264,-4.346,0.0643,130.088,4
No Going Back,Moodie,Yuno,2018-06-15,208200,3,0.0112,0.7140000000000001,0.708,0.0141,0.0609,-5.524,0.027000000000000003,93.005,4
Freio da Blazer,Freio da Blazer,L7NNON,2021-02-05,180000,4,0.27399999999999997,0.515,0.63,0.0,0.1,-7.691,0.168,121.98,4
Arcade (feat. FLETCHER),Small Town Boy,Duncan Laurence,2020-11-27,187453,5,0.815,0.446,0.395,0.00216,0.128,-9.328,0.0365,71.944,3
执迷不悟 - DJ版,执迷不悟,小乐哥,2020-09-22,245624,2,0.33299999999999996,0.792,0.8029999999999999,0.000121,0.214,-5.044,0.0443,128.003,4
忘川彼岸 - DJ名龙版,忘川彼岸,零一九零贰,2020-07-15,180138,2,0.171,0.7709999999999999,0.9990000000000001,1.56e-05,0.353,-0.848,0.0521,122.04,4
游山恋,游山恋,海伦,2020-06-02,223941,2,0.175,0.526,0.682,1.6800000000000002e-05,0.0803,-5.105,0.0356,169.93400000000003,4
Tonight (Best You Ever Had) (feat. Ludacris),Think Like A Man - Music From & Inspired By The Film,Various Artists,2012-04-06,239453,3,0.0496,0.693,0.813,0.0,0.289,-4.361000000000001,0.066,90.008,4
执迷不悟,执迷不悟,小乐哥,2020-09-04,234611,3,0.8029999999999999,0.6890000000000001,0.44299999999999995,0.0,0.337,-9.246,0.0301,120.05799999999999,4
Salt,Heaven & Hell,Ava Max,2020-09-18,180283,5,0.131,0.693,0.835,0.0,0.073,-3.242,0.0624,128.05200000000002,4
笑纳,笑纳,花僮,2020-08-26,272716,2,0.599,0.716,0.611,0.0,0.303,-6.4110000000000005,0.0425,148.071,4
善变,善变,王靖雯不胖,2020-09-30,256551,2,0.552,0.29100000000000004,0.45299999999999996,0.0,0.0726,-8.036,0.0373,173.68400000000003,4
姑娘啊姑娘 - DJ版伴奏,姑娘啊姑娘 (DJ版),杨小壮,2019-08-09,231616,1,0.00695,0.8029999999999999,0.953,0.8270000000000001,0.28600000000000003,-4.378,0.0399,128.02,4
可可托海的牧羊人,可可托海的牧羊人,王琪,2020-05-08,340311,2,0.67,0.713,0.41600000000000004,2.14e-05,0.177,-11.139000000000001,0.0341,129.97,4
Sold Out,Diamonds,Hawk Nelson,2015-03-17,213093,2,0.129,0.632,0.9540000000000001,0.0,0.414,-2.479,0.0604,120.061,4
Faded (Remix),Heaven,Naxsy,2018-12-17,255600,2,0.201,0.828,0.61,0.276,0.107,-7.0489999999999995,0.0348,100.027,4
你的答案,你的答案,阿冗,2019-11-06,219874,3,0.618,0.45799999999999996,0.475,0.0,0.114,-6.631,0.0335,175.912,4
Dancing With Your Ghost,Dancing With Your Ghost,Sasha Sloan,2019-06-28,197732,5,0.7609999999999999,0.629,0.327,2.9600000000000005e-05,0.10300000000000001,-8.285,0.028999999999999998,74.953,4
不知所措,不知所措,王靖雯不胖,2020-07-27,248437,3,0.754,0.496,0.419,0.0,0.157,-8.573,0.0296,127.96600000000001,4
Forever Young,"垂直活著,水平留戀著。",Eve Ai,2018-12-21,313906,3,0.929,0.304,0.226,0.0,0.161,-10.707,0.0329,139.593,4
Y.M.C.A.,Cruisin',Village People,1978,286666,3,0.0278,0.75,0.785,0.0,0.0601,-10.925999999999998,0.0591,126.361,4
不过人间 - DJ沈念版,不过人间,海来阿木,2020-09-13,270673,1,0.0346,0.778,0.89,0.00206,0.163,-3.3339999999999996,0.0271,129.991,4
赤伶 - DJ名龙 Remix,赤伶 (DJ名龙 Remix),等什么君,2020-06-01,373224,2,0.124,0.7120000000000001,0.8079999999999999,8.329999999999999e-05,0.358,-3.639,0.0284,127.99700000000001,4
不过人间,不过人间,海来阿木,2020-09-13,250946,1,0.494,0.7390000000000001,0.475,0.0,0.364,-7.825,0.0279,117.948,4
колыбельная,колыбельная,Rauf & Faik,2019-12-06,233397,3,0.84,0.764,0.505,0.00168,0.11,-7.6339999999999995,0.0546,147.946,4
嚣张,嚣张,En,2019-08-07,253994,4,0.649,0.595,0.518,0.0,0.11599999999999999,-6.81,0.0311,133.993,4
Wrap Me In Plastic - Marcus Layton Radio Edit,Wrap Me In Plastic (Marcus Layton Radio Edit),CHROMANCE,2019-11-15,193320,4,0.23800000000000002,0.917,0.612,2.2800000000000002e-05,0.0585,-2.1830000000000003,0.0854,89.961,4
Pump It Up! - Radio Edit,Pump It Up! (feat. Matt Gee),Zackfly,2015-04-27,164604,2,0.583,0.795,0.9420000000000001,2.3e-06,0.387,-5.025,0.0469,129.987,4
One Day,Light,Matisyahu,2010-01-12,207573,3,0.198,0.34600000000000003,0.61,0.0,0.11699999999999999,-5.818,0.15,68.55199999999999,4
Home To You,Home To You,Sigrid,2019-11-01,221586,3,0.8079999999999999,0.619,0.146,0.0,0.0971,-14.439,0.0382,139.533,4
冬眠,冬眠,司南,2019-10-30,269583,3,0.871,0.555,0.268,0.0,0.0679,-10.062999999999999,0.0289,129.99,4
别再问我什么是迪斯科,别再问我什么是迪斯科,张蔷,2013-12-30,217040,1,0.0846,0.618,0.88,0.000531,0.29600000000000004,-4.7219999999999995,0.0298,140.029,4
August,August,Intelligency,2020-04-03,179520,3,0.314,0.835,0.5589999999999999,0.0992,0.35200000000000004,-9.852,0.0323,125.023,4
你的万水千山,你的万水千山,海来阿木,2020-06-01,249934,1,0.284,0.526,0.462,0.0,0.102,-7.553,0.0265,131.839,4
Outside (feat. Ellie Goulding),Motion,Calvin Harris,2014-10-31,227266,5,0.213,0.6459999999999999,0.823,0.0,0.322,-4.123,0.0394,128.035,4
NUMB,?,XXXTENTACION,2018-03-16,186267,5,0.1,0.414,0.41600000000000004,0.179,0.131,-8.024,0.0251,159.91,4
Trap,Trap - The 1st Album,Henry,2013-06-07,225386,2,0.44299999999999995,0.6579999999999999,0.86,0.0,0.304,-2.898,0.0272,88.03200000000001,4
At Night - Dub,At Night,Ridney,2010-02-12,471386,1,0.121,0.8320000000000001,0.513,0.136,0.987,-9.127,0.93,124.98,4
You,Blocking the Sky,Approaching Nirvana,2012-03-24,349218,1,0.0323,0.715,0.598,0.47200000000000003,0.125,-9.132,0.0334,128.013,4
No Glory (feat. M.I.M.E & Drama B),No Glory (feat. M.I.M.E & Drama B),Skan,2017-06-12,276000,3,0.00725,0.495,0.8340000000000001,4e-05,0.126,-4.731,0.0967,150.049,4
Let Me Down Slowly,Narrated For You,Alec Benjamin,2018-11-16,169353,5,0.74,0.652,0.557,0.0,0.124,-5.7139999999999995,0.0318,150.07299999999998,4
Faded,Faded,Alan Walker,2015-12-04,212626,4,0.0291,0.589,0.6509999999999999,3.2e-06,0.111,-5.0969999999999995,0.0306,90.01100000000001,4
Closer,Closer,The Chainsmokers,2016-07-29,244960,5,0.414,0.748,0.524,0.0,0.111,-5.599,0.0338,95.01,4
Aloha Heja He,Melancholie und Sturmflut (Bonus Tracks Edition),Achim Reichel,1991-01-01,243146,3,0.168,0.6859999999999999,0.735,8.88e-05,0.44,-7.063,0.0332,110.57700000000001,4
光明 - DJ Version,光明 (DJ Version),谭艳,2020-07-31,375562,1,0.145,0.826,0.7909999999999999,0.000889,0.0629,-3.5389999999999997,0.0322,127.978,4
Remember Our Summer,Remember Our Summer,Frogmonster,2019-08-26,163125,2,0.0053100000000000005,0.64,0.835,0.000148,0.381,-4.533,0.0373,127.992,4
Tuesday (feat. Danelle Sandoval),Tuesday (feat. Danelle Sandoval),Burak Yeter,2016-09-02,241874,4,0.0156,0.841,0.639,0.0654,0.0545,-6.0520000000000005,0.0688,99.00200000000001,4
3 Strikes,Bop City,Terror Jr,2016-10-21,175776,3,0.62,0.599,0.43200000000000005,0.00773,0.105,-6.097,0.0451,106.824,5
Take Back the Power,Take Back the Power,Raury,2020-06-01,247510,2,0.007209999999999999,0.782,0.624,0.00126,0.168,-5.542999999999999,0.0377,105.00399999999999,4
游京,游京,海伦,2019-06-06,225882,1,0.769,0.706,0.597,0.000241,0.0976,-13.568,0.13,85.016,4
This Is What You Came For (feat. Rihanna) - R3hab vs Henry Fong Remix,This Is What You Came For (Remixes) (feat. Rihanna),Calvin Harris,2016-08-02,258746,2,0.00216,0.706,0.853,0.00351,0.0857,-4.796,0.0608,128.017,4
Buttercup,Pop Food,Jack Stauber,2017-03-25,208026,5,0.723,0.705,0.373,0.81,0.289,-9.066,0.0384,120.046,4
This Is What You Came For (feat. Rihanna),This Is What You Came For (feat. Rihanna),Calvin Harris,2016-04-29,222160,5,0.19899999999999998,0.631,0.927,0.11900000000000001,0.14800000000000002,-2.787,0.0332,123.962,4
Nobody Compares To You (feat. Katie Pearlman),Gravity,Gryffin,2019-10-24,231290,3,0.22899999999999998,0.59,0.764,0.0,0.192,-4.735,0.0467,104.911,4
Abracadabra,Sound G.,Brown Eyed Girls,2009-07-21,182308,2,0.0224,0.8029999999999999,0.973,8.57e-05,0.0846,-2.343,0.0953,128.02100000000002,4
Something Just Like This,Something Just Like This,The Chainsmokers,2017-02-22,247626,5,0.0306,0.607,0.649,2.46e-05,0.174,-6.695,0.0362,102.99600000000001,4
点歌的人,点歌的人,海来阿木,2020-03-21,197281,1,0.262,0.579,0.522,1.28e-05,0.0817,-7.435,0.027000000000000003,77.995,4
酒家,酒家,小阿七,2020-05-22,201377,1,0.324,0.607,0.907,0.0,0.33899999999999997,-3.175,0.081,136.08700000000002,4
旧梦一场,旧梦一场,阿悠悠,2020-04-22,174253,2,0.319,0.552,0.607,0.0,0.24,-7.266,0.0474,94.921,4
只要你还需要我,只要你还需要我,王韵,2020-05-01,254317,1,0.494,0.609,0.654,0.0,0.0806,-3.7119999999999997,0.0298,131.97899999999998,4
Flames,Flames,David Guetta,2018-03-22,195000,4,0.0723,0.609,0.726,8.45e-06,0.0895,-4.346,0.0414,93.958,4
Early Morning Dreams (Kled Mone Remix),Early Morning Dreams - Remixes,Kadebostany,2018-02-16,422428,2,0.565,0.767,0.748,0.6579999999999999,0.0684,-6.67,0.039,104.99700000000001,4
Seve - Radio Edit,Seve (Radio Edit),Tez Cadey,2015-01-26,210853,4,0.444,0.74,0.831,0.0030399999999999997,0.0769,-7.321000000000001,0.0456,121.03399999999999,4
辞九门回忆,辞九门回忆,等什么君,2019-04-04,240000,2,0.855,0.541,0.396,0.0,0.0782,-8.911,0.0296,143.94799999999998,4
FLY飛,FLY飛,ANU,2019-01-25,264705,1,0.613,0.873,0.7,1.86e-05,0.358,-5.434,0.0457,102.072,4
50 Feet,A Beautiful November,SoMo,2018-11-30,185714,2,0.158,0.515,0.45799999999999996,0.0,0.0919,-9.854,0.0868,92.988,3
Keep Calling - Club Mix,"I love Electro 2014, Vol. 2 (Top 20 Hardstyle Bonce Extended Electro Swing House Edm Dance Club Hits for Dancefloor)",Various Artists,2014-02-08,350145,1,0.0156,0.792,0.6759999999999999,0.0385,0.0447,-7.36,0.0653,128.02100000000002,4
Water Under the Bridge,25,Adele,2015-11-20,240439,4,0.0142,0.59,0.833,5.400000000000001e-06,0.105,-6.502999999999999,0.0615,94.963,4
Hello Hello Hello - Polo & Pan Remix,Hello Hello Hello (Polo & Pan Remix),Remi Wolf,2020-07-22,235800,3,0.0995,0.688,0.84,0.0778,0.29,-7.317,0.0534,91.001,4
Tell Me What You Want (feat. Tamika),Tell Me What You Want (feat. Tamika),S3RL,2014-09-03,219589,2,0.0803,0.649,0.986,0.0621,0.127,-3.645,0.0934,160.006,4
Cheap Thrills,This Is Acting (Deluxe Version),Sia,2016-10-21,211666,4,0.0472,0.628,0.698,0.00143,0.0907,-5.608,0.105,89.976,4
余香,余香,张小九,2019-03-08,246019,1,0.616,0.609,0.34600000000000003,0.00243,0.0808,-9.871,0.0248,95.969,3
漫步人生路,漫步人生路,一杯陈豆浆,2020-09-19,180631,1,0.527,0.8440000000000001,0.5720000000000001,0.0,0.0592,-7.195,0.0314,95.027,4
Good Day for Dreaming,Good Day for Dreaming,Ruelle,2020-10-09,236649,2,0.146,0.43,0.716,0.00466,0.0631,-6.6739999999999995,0.0404,143.998,4
Falling Down,Falling Down,Paloma Faith,2020-10-16,215333,2,0.0884,0.757,0.84,0.0,0.408,-5.212999999999999,0.0592,116.01899999999999,4
Party Train,Party Rock Mansion,Redfoo,2016-03-18,202500,2,0.0476,0.74,0.9740000000000001,2.72e-06,0.28,-3.486,0.0618,128.018,4
Chu Lian Qing Ren,Chinese Pop 90s,Various Artists,2020-06-12,280333,1,0.188,0.649,0.72,0.00021099999999999998,0.0909,-5.604,0.0227,104.91799999999999,4
Lemon,Lemon,Kenshi Yonezu,2018-03-14,256106,3,0.366,0.532,0.6609999999999999,0.0,0.354,-4.9239999999999995,0.0268,86.98299999999999,4
This Love,Descendants Of The Sun (Original Television Soundtrack) Pt.3,Davichi,2016-03-03,225171,4,0.745,0.405,0.445,0.0,0.19399999999999998,-4.309,0.0337,138.76,4
一生与你擦肩而过,一生与你擦肩而过,阿悠悠,2019-11-07,239416,1,0.126,0.708,0.82,2.3800000000000003e-05,0.282,-5.564,0.0329,96.995,4
Paris,Paris,Else,2016-04-19,209708,4,0.023,0.792,0.583,0.5820000000000001,0.0809,-8.305,0.027000000000000003,102.979,4
桥边姑娘,桥边姑娘,海伦,2019-11-09,183141,2,0.563,0.723,0.743,1.28e-05,0.11599999999999999,-6.956,0.0428,77.309,4
JOKER - Demo,DANCING (Demo),Laury Fadel,2020-06-12,240169,1,0.446,0.342,0.564,0.0,0.348,-5.749,0.0359,138.963,4
Crossfaded,Crossfaded,MarMar the Terrible,2020-07-13,196755,1,0.177,0.867,0.531,0.0,0.0676,-7.933,0.0612,88.484,4
Señorita,Soirée en couple,Various Artists,2020-09-11,190960,1,0.037000000000000005,0.759,0.54,0.0,0.0945,-6.039,0.0287,116.947,4
火海,火海,Li 2c,2020-07-24,215597,1,0.299,0.601,0.606,1.48e-06,0.107,-8.745,0.0275,133.866,4
光年之外 (電影 《Passengers》 中國區主題曲),光年之外 (電影 《Passengers》 中國區主題曲),G.E.M.,2016-12-30,235505,3,0.4,0.539,0.6679999999999999,0.0,0.0864,-6.825,0.0825,175.86700000000002,4
Zui Ai,Chinese Pop 90s,Various Artists,2020-06-12,262693,1,0.731,0.602,0.44799999999999995,3.19e-05,0.363,-7.939,0.0279,112.925,4
Teeth,13 Reasons Why (Season 3),5 Seconds of Summer,2019-08-23,204887,5,0.0516,0.7490000000000001,0.461,6.24e-06,0.0738,-2.9610000000000003,0.0416,139.02,4
Danza Kuduro,Best Reggaeton Ranking,Reggaeton Group,2010-10-25,238863,1,0.00253,0.736,0.7909999999999999,0.68,0.0575,-6.558,0.0764,130.311,4
Moskau,Evo Mix,"Dschinghis Khan, C.C Catch & Mafikizolo",2013-07-02,271960,2,0.0852,0.7829999999999999,0.782,2.8600000000000004e-05,0.10300000000000001,-7.23,0.0348,131.285,4
Limitless - Despair,Limitless,Seven 13,2020-02-10,238184,1,0.315,0.883,0.838,0.828,0.0811,-1.922,0.0649,128.014,4
Move Your Body - Alan Walker Remix,This Is Acting (Deluxe Version),Sia,2016-10-21,217906,4,0.0834,0.636,0.789,0.0008960000000000001,0.391,-4.905,0.0892,128.028,4
旧梦一场 - Dj沈念,旧梦一场,阿悠悠,2020-04-22,161865,2,0.384,0.772,0.9179999999999999,0.000281,0.102,-3.553,0.0288,130.007,4
No One Else - Deep Mix,No One Else,Adrian Ivan,2008-04-16,391935,1,0.000252,0.6659999999999999,0.6629999999999999,0.81,0.057999999999999996,-6.566,0.0498,128.0,4
Last Reunion (Epicmusicvn Series),Last Reunion (Epicmusicvn Series),Peter Roe,2014-09-01,275783,1,0.574,0.405,0.373,0.924,0.10400000000000001,-14.155999999999999,0.0336,139.99,4
歌声与微笑,歌声与微笑,小蓓蕾组合,2020-10-14,189556,1,0.336,0.675,0.365,0.0035399999999999997,0.0781,-11.225999999999999,0.0592,126.226,4
One Day,One Day,Koolulam,2018-12-16,244000,1,0.0449,0.532,0.747,6.13e-06,0.79,-6.7010000000000005,0.0634,134.011,4
雪下的时候,雪下的时候,乔佳旭,2020-01-20,263606,1,0.8690000000000001,0.75,0.494,0.009770000000000001,0.0633,-8.328,0.032,121.971,4
思念成沙,思念成沙,王韵,2020-06-18,286037,1,0.314,0.609,0.662,0.0,0.107,-4.422,0.0341,150.043,4
你是我唯一的执着 - 女声版,你是我唯一的执着,马健涛,2020-05-08,231424,1,0.909,0.688,0.39899999999999997,0.0,0.233,-6.906000000000001,0.0267,110.024,5
Stillness,For The Lonely,A-Sun,2005-02-25,250080,1,0.858,0.637,0.41200000000000003,0.0429,0.127,-9.897,0.0274,109.98299999999999,4
Larg,Larg,Elgit Doda,2019-08-01,192262,2,0.249,0.846,0.48200000000000004,0.0582,0.0975,-10.192,0.152,117.01299999999999,4
Trouble I'm In,Trouble I'm In,Twinbed,2014-05-07,202500,2,0.634,0.5820000000000001,0.32299999999999995,0.027000000000000003,0.0892,-10.687999999999999,0.0362,127.959,4
Wake - Live,We Are Young & Free (Live),Hillsong Young & Free,2013-09-30,275573,2,0.000175,0.51,0.981,4.84e-05,0.84,-3.872,0.0666,131.03,4
Late Night Melancholy,Late Night Melancholy,Rude Boy,2020-06-11,258639,3,0.897,0.7170000000000001,0.289,0.8959999999999999,0.147,-11.617,0.0347,120.01299999999999,4
Victory,Battlecry,Two Steps from Hell,2015-04-28,320467,4,0.00903,0.503,0.917,0.326,0.162,-6.111000000000001,0.0649,119.993,4
Shall We Dance - Live,Get A Life (Live),Eason Chan,2006-04-20,237560,1,0.0962,0.322,0.721,0.0,0.92,-13.312999999999999,0.43700000000000006,76.438,4
Wayward One,I Can't Be the One You Want Me to Be,Jillian Rae,2019-05-31,231441,1,0.589,0.552,0.319,0.109,0.11199999999999999,-10.8,0.0285,117.992,4
Free Loop,Daniel Powter,Daniel Powter,2005-02-22,232893,2,0.503,0.6,0.657,0.00013000000000000002,0.0816,-10.693,0.0336,75.331,4
云与海,云与海,阿YueYue,2020-09-26,258266,2,0.785,0.56,0.518,0.0,0.0648,-7.471,0.0292,131.89600000000002,4
Dolphin,NONSTOP,OH MY GIRL,2020-04-27,176773,4,0.171,0.858,0.68,0.0,0.17300000000000001,-4.531000000000001,0.0795,113.993,4
Star Sky,Battlecry,Two Steps from Hell,2015-04-28,330579,3,0.00997,0.44299999999999995,0.8220000000000001,0.107,0.0889,-5.656000000000001,0.0508,130.055,4
Forget Me Nots,Straight From The Heart,Patrice Rushen,1982,275813,3,0.139,0.912,0.534,0.102,0.0387,-5.319,0.0366,114.681,4
我走后 - 发行版,我走后 (发行版),小咪,2019-11-01,248000,2,0.8540000000000001,0.6709999999999999,0.486,0.0,0.621,-10.238999999999999,0.0442,120.01899999999999,4
Liekkas (Warm),White - Čeaskat,Sofia Jannok,2007-02-05,257813,1,0.82,0.619,0.359,0.0007099999999999999,0.0901,-10.27,0.027999999999999997,112.021,4
Because of You,Breakaway,Kelly Clarkson,2004-01-17,219493,4,0.254,0.583,0.584,0.0,0.12300000000000001,-5.362,0.0314,140.039,4
That's Not My Name,We Started Nothing,The Ting Tings,2008-07-29,310573,2,0.0451,0.755,0.9009999999999999,0.0373,0.363,-3.1519999999999997,0.0893,145.042,4
On My Own,What I've Become,Ashes Remain,2011-08-23,172960,3,0.0119,0.361,0.871,0.0,0.318,-4.313,0.0393,176.02599999999998,4
Without You - Live at the Tokyo Dome,The Rarities,Mariah Carey,2020-10-02,259773,1,0.223,0.537,0.64,3.9500000000000005e-05,0.303,-7.975,0.0573,121.8,4
Stronger (What Doesn't Kill You),Stronger (Deluxe Version),Kelly Clarkson,2011-10-24,221946,4,0.046,0.562,0.9390000000000001,0.0,0.11199999999999999,-4.282,0.0475,116.044,4
光明,舍爱 (翻唱),谭艳,2016-04-30,326640,1,0.512,0.638,0.6409999999999999,0.0,0.0961,-3.985,0.0289,135.965,4
Hey Oh - Radio Edit,Tragédie (Édition Deluxe),Tragédie,2003-12-01,211759,3,0.0034200000000000003,0.93,0.376,0.0,0.0582,-6.666,0.0732,94.999,4
Dancer in the Dark,Top Deep Disco Tunes,Marc Philippe,2018-12-31,248293,2,0.0314,0.731,0.6809999999999999,0.013000000000000001,0.379,-6.9270000000000005,0.0363,119.01899999999999,4
Love You Three 3000,Love You Three 3000,Mushroom,2019-10-01,184786,1,0.0112,0.512,0.8109999999999999,0.8,0.0928,-3.653,0.0297,169.93900000000002,4
"Alone, Pt. II","Alone, Pt. II",Alan Walker,2019-12-27,179052,5,0.536,0.67,0.6679999999999999,0.0,0.133,-4.306,0.0422,88.03299999999999,4
Nexus - Danny Freakazoid Remix,Nexus,DR. KUCHO!,2009-05-25,427968,1,0.000655,0.551,0.40399999999999997,0.91,0.0722,-12.107000000000001,0.24,128.01,4
L.I.F.E.,L.I.F.E.,Remady,2016-11-04,179505,2,0.0169,0.583,0.6459999999999999,0.0,0.138,-4.857,0.0516,91.132,4
That's Why You Go Away,Strange Foreign Beauty,Michael Learns To Rock,1999-08-30,253093,4,0.34299999999999997,0.621,0.5329999999999999,0.0,0.0881,-7.222,0.0265,126.98700000000001,4
茫,茫,李润祺,2020-11-15,227213,2,0.551,0.5920000000000001,0.41600000000000004,0.0,0.0761,-7.4,0.0331,129.945,4
Ends Up,Ends Up,DJ Katch,2015,174000,1,0.0077599999999999995,0.792,0.787,0.193,0.264,-4.619,0.0378,100.009,4
WTF Do I Know,Plastic Hearts,Miley Cyrus,2020-11-27,171800,4,0.00255,0.564,0.8490000000000001,0.0,0.26899999999999996,-2.6189999999999998,0.248,157.905,4
我很好 - 吉他版,我很好 (吉他版),刘大壮,2020-10-31,228542,2,0.935,0.513,0.28600000000000003,0.0,0.21,-8.038,0.0374,115.27799999999999,4
That Girl,24 HRS (Expanded Edition),Olly Murs,2016-11-11,176746,3,0.0125,0.5670000000000001,0.7709999999999999,0.0,0.353,-4.532,0.0409,178.065,4
春三月,春三月,司南,2020-03-01,224831,1,0.728,0.657,0.381,0.0,0.32899999999999996,-9.351,0.0281,92.042,4
Not Angry,The Art of Overthinking,Chris James,2020-11-06,199687,2,0.627,0.858,0.354,0.000375,0.10800000000000001,-10.885,0.0581,123.99700000000001,4
Someone Like You,21,Adele,2011-01-24,285240,5,0.893,0.556,0.319,0.0,0.0996,-8.251,0.0281,135.187,4
Yesterday Once More,Now & Then (Reissue),Carpenters,1973-05-01,233533,4,0.672,0.254,0.38,0.0,0.379,-13.806,0.0337,168.49599999999998,4
Love Yourself,Purpose (Deluxe),Justin Bieber,2015-11-13,233720,5,0.835,0.609,0.37799999999999995,0.0,0.28,-9.828,0.43799999999999994,100.41799999999999,4
Fractures (feat. Nevve),Fractures (feat. Nevve),ILLENIUM,2017-02-06,245250,3,0.373,0.41,0.711,0.00179,0.139,-3.0639999999999996,0.0432,159.83700000000002,4
坠,坠,你的大表哥曲甲,2020-10-20,214236,2,0.812,0.6890000000000001,0.47100000000000003,0.0,0.121,-7.045,0.0586,136.055,4
Patience,Watermark,Gavin Rochford,2014-05-19,532857,1,0.00479,0.807,0.408,0.9229999999999999,0.11199999999999999,-12.68,0.0823,123.008,4
